,TD_RMSVE,TDC_RMSVE,DGTD_RMSVE,TD_RMSPBE,TDC_RMSPBE,DGTD_RMSPBE
0,5.31843156256751,5.31843156256751,5.31843156256751,8.221407595852602,8.221407595852602,8.221407595852602
1,5.31843156256751,5.31843156256751,5.31843156256751,8.221407595852602,8.221407595852602,8.221407595852602
2,5.31843156256751,5.31843156256751,5.31843156256751,8.221407595852602,8.221407595852602,8.221407595852602
3,5.31843156256751,5.31843156256751,5.31843156256751,8.221407595852602,8.221407595852602,8.221407595852602
4,5.31843156256751,5.31843156256751,5.31843156256751,8.221407595852602,8.221407595852602,8.221407595852602
5,6.304986043260864,5.7922446396638225,5.31843156256751,8.445437014469226,8.322640605853342,8.221407595852602
6,6.304986043260864,5.7922446396638225,5.31843156256751,8.445437014469226,8.322640605853342,8.221407595852602
7,6.304986043260864,5.7922446396638225,5.31843156256751,8.445437014469226,8.322640605853342,8.221407595852602
8,6.304986043260864,5.7922446396638225,5.31843156256751,8.445437014469226,8.322640605853342,8.221407595852602
9,6.304986043260864,5.7922446396638225,5.31843156256751,8.445437014469226,8.322640605853342,8.221407595852602
10,6.304986043260864,5.7922446396638225,5.31843156256751,8.445437014469226,8.322640605853342,8.221407595852602
11,7.172373869650807,4.85756476234986,5.31843156256751,8.680662955431659,6.9690890903900495,8.221407595852602
12,7.172373869650807,4.85756476234986,5.31843156256751,8.680662955431659,6.9690890903900495,8.221407595852602
13,7.172373869650807,4.85756476234986,5.31843156256751,8.680662955431659,6.9690890903900495,8.221407595852602
14,7.172373869650807,4.85756476234986,5.31843156256751,8.680662955431659,6.9690890903900495,8.221407595852602
15,7.172373869650807,4.85756476234986,5.31843156256751,8.680662955431659,6.9690890903900495,8.221407595852602
16,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
17,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
18,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
19,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
20,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
21,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
22,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
23,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
24,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
25,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
26,8.280451331869035,5.230067822212265,5.31843156256751,8.898949228892185,7.00778619661488,8.221407595852602
27,9.241513584870805,4.425918523456963,5.31843156256751,9.142415583124567,5.8399231384162755,8.221407595852602
28,9.241513584870805,4.425918523456963,5.31843156256751,9.142415583124567,5.8399231384162755,8.221407595852602
29,9.241513584870805,4.425918523456963,5.31843156256751,9.142415583124567,5.8399231384162755,8.221407595852602
30,9.241513584870805,4.425918523456963,5.31843156256751,9.142415583124567,5.8399231384162755,8.221407595852602
31,9.241513584870805,4.425918523456963,5.31843156256751,9.142415583124567,5.8399231384162755,8.221407595852602
32,9.241513584870805,4.425918523456963,5.31843156256751,9.142415583124567,5.8399231384162755,8.221407595852602
33,10.487366213936898,4.714102203185833,5.31843156256751,9.351204110447531,5.827875152431,8.221407595852602
34,10.487366213936898,4.714102203185833,5.31843156256751,9.351204110447531,5.827875152431,8.221407595852602
35,10.487366213936898,4.714102203185833,5.31843156256751,9.351204110447531,5.827875152431,8.221407595852602
36,10.487366213936898,4.714102203185833,5.31843156256751,9.351204110447531,5.827875152431,8.221407595852602
37,10.487366213936898,4.714102203185833,5.31843156256751,9.351204110447531,5.827875152431,8.221407595852602
38,10.487366213936898,4.714102203185833,5.31843156256751,9.351204110447531,5.827875152431,8.221407595852602
39,10.487366213936898,4.714102203185833,5.31843156256751,9.351204110447531,5.827875152431,8.221407595852602
40,11.372504348027292,4.630566565058103,5.31843156256751,9.597820494332195,5.502188852340927,8.221407595852602
41,11.372504348027292,4.630566565058103,5.31843156256751,9.597820494332195,5.502188852340927,8.221407595852602
42,11.372504348027292,4.630566565058103,5.31843156256751,9.597820494332195,5.502188852340927,8.221407595852602
43,11.372504348027292,4.630566565058103,5.31843156256751,9.597820494332195,5.502188852340927,8.221407595852602
44,12.75579243179741,4.697453667116681,5.31843156256751,9.79302319073319,5.257321245121527,8.221407595852602
45,12.75579243179741,4.697453667116681,5.31843156256751,9.79302319073319,5.257321245121527,8.221407595852602
46,12.75579243179741,4.697453667116681,5.31843156256751,9.79302319073319,5.257321245121527,8.221407595852602
47,12.75579243179741,4.697453667116681,5.31843156256751,9.79302319073319,5.257321245121527,8.221407595852602
48,12.75579243179741,4.697453667116681,5.31843156256751,9.79302319073319,5.257321245121527,8.221407595852602
49,12.75579243179741,4.697453667116681,5.31843156256751,9.79302319073319,5.257321245121527,8.221407595852602
50,12.75579243179741,4.697453667116681,5.31843156256751,9.79302319073319,5.257321245121527,8.221407595852602
51,14.241227938396602,4.644692017133444,5.31843156256751,9.978869912136263,4.887301171095314,8.221407595852602
52,14.19965148713486,3.6914779389122803,5.31843156256751,9.935953460719563,3.900926484517838,8.221407595852602
53,14.19965148713486,3.6914779389122803,5.31843156256751,9.935953460719563,3.900926484517838,8.221407595852602
54,15.51257711045855,3.3601568052566093,4.878069135980789,10.190411015099956,3.348564287211695,7.196218953578147
55,15.51257711045855,3.3601568052566093,4.878069135980789,10.190411015099956,3.348564287211695,7.196218953578147
56,16.51986062460145,3.5408012223195886,4.878069135980789,10.463420712681714,3.433430707544097,7.196218953578147
57,16.51986062460145,3.5408012223195886,4.878069135980789,10.463420712681714,3.433430707544097,7.196218953578147
